,fips,first_case_date,first_death_date,first_case_week,first_death_week
503,13227,2020-03-20,2020-03-28,2020-03-16,2020-03-23
504,13229,2020-03-23,2020-04-07,2020-03-23,2020-04-06
505,13231,2020-03-28,2020-04-15,2020-03-23,2020-04-13
506,13233,2020-03-06,,2020-03-02,
507,13235,2020-03-24,2020-04-13,2020-03-23,2020-04-13
508,13237,2020-04-02,2020-04-18,2020-03-30,2020-04-13
509,13239,2020-04-03,2020-04-15,2020-03-30,2020-04-13
510,13241,2020-03-31,2020-04-28,2020-03-30,2020-04-27
511,13243,2020-03-20,2020-04-07,2020-03-16,2020-04-06
512,13245,2020-03-17,2020-04-02,2020-03-16,2020-03-30
513,13247,2020-03-20,2020-03-28,2020-03-16,2020-03-23
514,13249,2020-03-30,2020-04-07,2020-03-30,2020-04-06
515,13251,2020-03-31,2020-04-15,2020-03-30,2020-04-13
516,13253,2020-03-25,2020-04-13,2020-03-23,2020-04-13
517,13255,2020-03-17,2020-04-02,2020-03-16,2020-03-30
518,13257,2020-03-24,2020-04-17,2020-03-23,2020-04-13
519,13259,2020-03-31,,2020-03-30,
520,13261,2020-03-20,2020-03-29,2020-03-16,2020-03-23
521,13263,2020-03-31,2020-04-08,2020-03-30,2020-04-06
522,13265,2020-05-03,,2020-04-27,
523,13267,2020-03-23,,2020-03-23,
524,13269,2020-03-25,2020-04-06,2020-03-23,2020-04-06
525,13271,2020-03-25,,2020-03-23,
526,13273,2020-03-20,2020-03-28,2020-03-16,2020-03-23
527,13275,2020-03-25,2020-04-08,2020-03-23,2020-04-06
528,13277,2020-03-20,2020-04-07,2020-03-16,2020-04-06
529,13279,2020-03-26,2020-04-03,2020-03-23,2020-03-30
530,13281,2020-04-03,2020-04-28,2020-03-30,2020-04-27
531,13283,2020-04-06,,2020-04-06,
532,13285,2020-03-16,2020-03-28,2020-03-16,2020-03-23
533,13287,2020-03-20,2020-04-14,2020-03-16,2020-04-13
534,13289,2020-03-22,,2020-03-16,
535,13291,2020-04-02,2020-04-09,2020-03-30,2020-04-06
536,13293,2020-03-27,2020-04-11,2020-03-23,2020-04-06
537,13295,2020-04-01,,2020-03-30,
538,13297,2020-03-24,2020-04-06,2020-03-23,2020-04-06
539,13299,2020-03-26,2020-04-01,2020-03-23,2020-03-30
540,13301,2020-03-30,,2020-03-30,
541,13303,2020-03-23,2020-04-18,2020-03-23,2020-04-13
542,13305,2020-04-05,,2020-03-30,
543,13307,2020-03-31,2020-04-26,2020-03-30,2020-04-20
544,13309,2020-03-29,,2020-03-23,
545,13311,2020-03-25,2020-05-05,2020-03-23,2020-05-04
546,13313,2020-03-18,2020-03-30,2020-03-16,2020-03-30
547,13315,2020-03-31,2020-04-19,2020-03-30,2020-04-13
548,13317,2020-03-25,,2020-03-23,
549,13319,2020-03-31,2020-04-10,2020-03-30,2020-04-06
550,13321,2020-03-20,2020-03-28,2020-03-16,2020-03-23
551,15001,2020-03-10,,2020-03-09,
552,15003,2020-03-07,2020-03-24,2020-03-02,2020-03-23
553,15005,,,,
554,15007,2020-03-14,,2020-03-09,
555,15009,2020-03-15,2020-04-06,2020-03-09,2020-04-06
556,16001,2020-03-14,2020-03-29,2020-03-09,2020-03-23
557,16003,2020-04-02,,2020-03-30,
558,16005,2020-03-23,,2020-03-23,
559,16007,,,,
560,16009,,,,
561,16011,2020-03-20,,2020-03-16,
562,16013,2020-03-14,2020-03-26,2020-03-09,2020-03-23
563,16015,,,,
564,16017,2020-03-29,,2020-03-23,
565,16019,2020-03-28,,2020-03-23,
566,16021,2020-04-13,,2020-04-13,
567,16023,,,,
568,16025,2020-03-31,,2020-03-30,
569,16027,2020-03-20,2020-03-26,2020-03-16,2020-03-23
570,16029,2020-04-05,,2020-03-30,
571,16031,2020-03-23,2020-04-01,2020-03-23,2020-03-30
572,16033,,,,
573,16035,,,,
574,16037,2020-03-26,,2020-03-23,
575,16039,2020-03-31,2020-04-21,2020-03-30,2020-04-20
576,16041,,,,
577,16043,2020-03-20,,2020-03-16,
578,16045,2020-03-28,,2020-03-23,
579,16047,2020-04-02,,2020-03-30,
580,16049,2020-03-26,,2020-03-23,
581,16051,2020-03-24,,2020-03-23,
582,16053,2020-03-31,2020-04-10,2020-03-30,2020-04-06
583,16055,2020-03-19,,2020-03-16,
584,16057,2020-04-01,,2020-03-30,
585,16059,2020-04-25,,2020-04-20,
586,16061,2020-04-03,,2020-03-30,
587,16063,2020-03-28,,2020-03-23,
588,16065,2020-03-17,,2020-03-16,
589,16067,2020-03-31,,2020-03-30,
590,16069,2020-03-25,2020-03-28,2020-03-23,2020-03-23
591,16071,,,,
592,16073,2020-03-29,,2020-03-23,
593,16075,2020-03-26,2020-04-07,2020-03-23,2020-04-06
594,16077,2020-04-08,,2020-04-06,
595,16079,,,,
596,16081,2020-03-15,,2020-03-09,
597,16083,2020-03-19,2020-04-04,2020-03-16,2020-03-30
598,16085,2020-03-23,,2020-03-23,
599,16087,2020-04-03,,2020-03-30,
600,17001,2020-03-20,2020-05-01,2020-03-16,2020-04-27
601,17003,2020-04-17,,2020-04-13,
602,17005,2020-03-29,2020-04-17,2020-03-23,2020-04-13
603,17007,2020-04-05,2020-04-08,2020-03-30,2020-04-06
604,17009,2020-05-01,,2020-04-27,
605,17011,2020-03-27,2020-05-05,2020-03-23,2020-05-04
606,17013,2020-04-05,,2020-03-30,
607,17015,2020-03-28,2020-04-01,2020-03-23,2020-03-30
608,17017,2020-04-21,,2020-04-20,
609,17019,2020-03-16,2020-04-07,2020-03-16,2020-04-06
610,17021,2020-03-21,2020-04-02,2020-03-16,2020-03-30
611,17023,2020-03-30,,2020-03-30,
612,17025,2020-04-14,,2020-04-13,
613,17027,2020-03-17,2020-04-24,2020-03-16,2020-04-20
614,17029,2020-03-14,2020-04-25,2020-03-09,2020-04-20
615,17031,2020-01-24,2020-03-17,2020-01-20,2020-03-16
616,17033,2020-03-30,,2020-03-30,
617,17035,2020-03-14,,2020-03-09,
618,17037,2020-03-21,2020-04-06,2020-03-16,2020-04-06
619,17039,2020-04-03,,2020-03-30,
620,17041,2020-03-25,,2020-03-23,
621,17043,2020-03-14,2020-03-26,2020-03-09,2020-03-23
622,17045,,,,
623,17047,,,,
624,17049,2020-04-03,2020-04-09,2020-03-30,2020-04-06
625,17051,2020-03-28,2020-04-13,2020-03-23,2020-04-13
626,17053,2020-03-31,2020-04-07,2020-03-30,2020-04-06
627,17055,2020-03-27,,2020-03-23,
628,17057,2020-04-10,2020-05-04,2020-04-06,2020-05-04
629,17059,2020-04-05,,2020-03-30,
630,17061,2020-04-10,,2020-04-06,
631,17063,2020-03-24,,2020-03-23,
632,17065,2020-04-18,,2020-04-13,
633,17067,2020-04-08,,2020-04-06,
634,17069,2020-04-22,,2020-04-20,
635,17071,2020-04-17,,2020-04-13,
636,17073,2020-03-27,,2020-03-23,
637,17075,2020-03-27,2020-05-04,2020-03-23,2020-05-04
638,17077,2020-03-19,2020-04-04,2020-03-16,2020-03-30
639,17079,2020-04-04,2020-04-13,2020-03-30,2020-04-13
640,17081,2020-04-05,2020-04-22,2020-03-30,2020-04-20
641,17083,2020-04-03,2020-04-25,2020-03-30,2020-04-20
642,17085,2020-03-22,,2020-03-16,
643,17087,2020-04-13,,2020-04-13,
644,17089,2020-03-10,2020-03-25,2020-03-09,2020-03-23
645,17091,2020-03-19,2020-04-03,2020-03-16,2020-03-30
646,17093,2020-03-18,2020-03-29,2020-03-16,2020-03-23
647,17095,2020-03-29,,2020-03-23,
648,17097,2020-03-11,2020-03-28,2020-03-09,2020-03-23
649,17099,2020-03-19,2020-03-29,2020-03-16,2020-03-23
650,17101,2020-04-07,,2020-04-06,
651,17103,2020-04-04,,2020-03-30,
652,17105,2020-03-22,2020-04-21,2020-03-16,2020-04-20
653,17107,2020-03-25,,2020-03-23,
654,17109,2020-04-11,2020-05-02,2020-04-06,2020-04-27
655,17111,2020-03-11,2020-03-26,2020-03-09,2020-03-23
656,17113,2020-03-20,2020-03-23,2020-03-16,2020-03-23
657,17115,2020-03-28,2020-04-08,2020-03-23,2020-04-06
658,17117,2020-04-02,2020-05-05,2020-03-30,2020-05-04
659,17119,2020-03-18,2020-04-07,2020-03-16,2020-04-06
660,17121,2020-03-30,,2020-03-30,
661,17123,2020-03-25,,2020-03-23,
662,17125,2020-04-04,,2020-03-30,
663,17127,2020-04-02,,2020-03-30,
664,17129,2020-03-29,,2020-03-23,
665,17131,2020-04-02,,2020-03-30,
666,17133,2020-03-23,2020-04-07,2020-03-23,2020-04-06
667,17135,2020-03-29,2020-04-05,2020-03-23,2020-03-30
668,17137,2020-03-27,2020-03-31,2020-03-23,2020-03-30
669,17139,2020-04-02,,2020-03-30,
670,17141,2020-04-01,2020-04-15,2020-03-30,2020-04-13
671,17143,2020-03-17,2020-04-05,2020-03-16,2020-03-30
672,17145,2020-04-11,,2020-04-06,
673,17147,2020-04-02,,2020-03-30,
674,17149,2020-04-04,,2020-03-30,
675,17151,,,,
676,17153,2020-04-09,,2020-04-06,
677,17155,,,,
678,17157,2020-03-30,2020-04-17,2020-03-30,2020-04-13
679,17159,2020-04-07,,2020-04-06,
680,17161,2020-03-22,2020-04-09,2020-03-16,2020-04-06
681,17163,2020-03-14,2020-03-29,2020-03-09,2020-03-23
682,17165,2020-03-30,,2020-03-30,
683,17167,2020-03-15,2020-03-19,2020-03-09,2020-03-16
684,17169,2020-04-09,,2020-04-06,
685,17171,,,,
686,17173,2020-04-07,2020-04-29,2020-04-06,2020-04-27
687,17175,2020-04-08,,2020-04-06,
688,17177,2020-03-22,,2020-03-16,
689,17179,2020-03-27,2020-04-07,2020-03-23,2020-04-06
690,17181,2020-04-15,2020-05-05,2020-04-13,2020-05-04
691,17183,2020-04-02,2020-04-29,2020-03-30,2020-04-27
692,17185,2020-04-06,,2020-04-06,
693,17187,2020-04-11,,2020-04-06,
694,17189,2020-03-19,,2020-03-16,
695,17191,2020-04-18,,2020-04-13,
696,17193,2020-04-21,,2020-04-20,
697,17195,2020-03-17,2020-04-02,2020-03-16,2020-03-30
698,17197,2020-03-16,2020-03-19,2020-03-16,2020-03-16
699,17199,2020-03-19,,2020-03-16,
700,17201,2020-03-17,2020-04-01,2020-03-16,2020-03-30
701,17203,2020-03-14,2020-04-21,2020-03-09,2020-04-20
702,18001,2020-03-10,2020-04-12,2020-03-09,2020-04-06
703,18003,2020-03-19,2020-03-23,2020-03-16,2020-03-23
704,18005,2020-03-16,2020-04-07,2020-03-16,2020-04-06
705,18007,2020-04-01,,2020-03-30,
706,18009,2020-04-02,2020-04-15,2020-03-30,2020-04-13
707,18011,2020-03-10,2020-04-05,2020-03-09,2020-03-30
708,18013,2020-03-24,2020-04-07,2020-03-23,2020-04-06
709,18015,2020-03-28,2020-04-14,2020-03-23,2020-04-13
710,18017,2020-03-30,2020-04-09,2020-03-30,2020-04-06
711,18019,2020-03-18,2020-04-02,2020-03-16,2020-03-30
712,18021,2020-03-29,2020-04-22,2020-03-23,2020-04-20
713,18023,2020-03-27,2020-04-09,2020-03-23,2020-04-06
714,18025,2020-03-28,,2020-03-23,
715,18027,2020-04-05,2020-04-08,2020-03-30,2020-04-06
716,18029,2020-03-24,2020-03-27,2020-03-23,2020-03-23
717,18031,2020-03-24,2020-03-31,2020-03-23,2020-03-30
718,18033,2020-03-25,2020-04-15,2020-03-23,2020-04-13
719,18035,2020-03-20,2020-03-21,2020-03-16,2020-03-16
720,18037,2020-03-22,,2020-03-16,
721,18039,2020-03-21,2020-03-31,2020-03-16,2020-03-30
722,18041,2020-03-18,2020-03-28,2020-03-16,2020-03-23
723,18043,2020-03-16,2020-04-07,2020-03-16,2020-04-06
724,18045,2020-03-26,2020-04-02,2020-03-23,2020-03-30
725,18047,2020-03-17,2020-03-26,2020-03-16,2020-03-23
726,18049,2020-03-27,2020-04-30,2020-03-23,2020-04-27
727,18051,2020-03-24,,2020-03-23,
728,18053,2020-03-20,2020-04-05,2020-03-16,2020-03-30
729,18055,2020-03-21,2020-04-10,2020-03-16,2020-04-06
730,18057,2020-03-15,2020-04-01,2020-03-09,2020-03-30
731,18059,2020-03-12,2020-03-25,2020-03-09,2020-03-23
732,18061,2020-03-25,2020-04-03,2020-03-23,2020-03-30
733,18063,2020-03-08,2020-03-27,2020-03-02,2020-03-23
734,18065,2020-03-27,2020-04-15,2020-03-23,2020-04-13
735,18067,2020-03-11,2020-03-25,2020-03-09,2020-03-23
736,18069,2020-03-27,2020-04-02,2020-03-23,2020-03-30
737,18071,2020-03-24,2020-04-28,2020-03-23,2020-04-27
738,18073,2020-03-25,2020-03-26,2020-03-23,2020-03-23
739,18075,2020-04-01,,2020-03-30,
740,18077,2020-03-31,,2020-03-30,
741,18079,2020-03-18,2020-04-18,2020-03-16,2020-04-13
742,18081,2020-03-11,2020-03-17,2020-03-09,2020-03-16
743,18083,2020-03-29,,2020-03-23,
744,18085,2020-03-27,2020-04-09,2020-03-23,2020-04-06
745,18087,2020-03-27,2020-04-07,2020-03-23,2020-04-06
746,18089,2020-03-17,2020-03-28,2020-03-16,2020-03-23
747,18091,2020-03-14,2020-04-02,2020-03-09,2020-03-30
748,18093,2020-03-24,2020-04-01,2020-03-23,2020-03-30
749,18095,2020-03-19,2020-03-27,2020-03-16,2020-03-23
750,18097,2020-03-06,2020-03-16,2020-03-02,2020-03-16
751,18099,2020-03-26,2020-04-22,2020-03-23,2020-04-20
752,18101,2020-04-04,,2020-03-30,
753,18103,2020-03-22,2020-05-02,2020-03-16,2020-04-27
754,18105,2020-03-19,2020-04-12,2020-03-16,2020-04-06
755,18107,2020-03-24,2020-05-06,2020-03-23,2020-05-04
756,18109,2020-03-22,2020-03-29,2020-03-16,2020-03-23
757,18111,2020-03-28,2020-04-07,2020-03-23,2020-04-06
758,18113,2020-03-10,2020-04-05,2020-03-09,2020-03-30
759,18115,2020-03-24,,2020-03-23,
760,18117,2020-03-26,2020-04-04,2020-03-23,2020-03-30
761,18119,2020-03-19,2020-04-10,2020-03-16,2020-04-06
762,18121,2020-04-03,,2020-03-30,
763,18123,2020-04-10,,2020-04-06,
764,18125,2020-04-12,,2020-04-06,
765,18127,2020-03-24,2020-04-11,2020-03-23,2020-04-06
766,18129,2020-03-26,,2020-03-23,
767,18131,2020-04-07,,2020-04-06,
768,18133,2020-03-22,2020-03-26,2020-03-16,2020-03-23
769,18135,2020-03-28,2020-04-03,2020-03-23,2020-03-30
770,18137,2020-03-22,2020-03-31,2020-03-16,2020-03-30
771,18139,2020-03-25,2020-04-03,2020-03-23,2020-03-30
772,18141,2020-03-11,2020-03-27,2020-03-09,2020-03-23
773,18143,2020-03-21,2020-03-22,2020-03-16,2020-03-16
774,18145,2020-03-20,2020-04-08,2020-03-16,2020-04-06
775,18147,2020-04-02,2020-05-02,2020-03-30,2020-04-27
776,18149,2020-03-23,2020-04-13,2020-03-23,2020-04-13
777,18151,2020-03-29,2020-04-08,2020-03-23,2020-04-06
778,18153,2020-03-25,,2020-03-23,
779,18155,2020-03-28,,2020-03-23,
780,18157,2020-03-19,2020-03-27,2020-03-16,2020-03-23
781,18159,2020-03-22,2020-04-17,2020-03-16,2020-04-13
782,18161,2020-04-04,,2020-03-30,
783,18163,2020-03-20,2020-04-07,2020-03-16,2020-04-06
784,18165,2020-04-03,,2020-03-30,
785,18167,2020-03-19,2020-03-28,2020-03-16,2020-03-23
786,18169,2020-03-27,2020-04-22,2020-03-23,2020-04-20
787,18171,2020-03-26,2020-03-31,2020-03-23,2020-03-30
788,18173,2020-03-24,2020-04-10,2020-03-23,2020-04-06
789,18175,2020-03-22,2020-05-06,2020-03-16,2020-05-04
790,18177,2020-03-19,2020-04-07,2020-03-16,2020-04-06
791,18179,2020-03-14,,2020-03-09,
792,18181,2020-03-28,,2020-03-23,
793,18183,2020-03-28,2020-04-05,2020-03-23,2020-03-30
794,19001,2020-03-18,,2020-03-16,
795,19003,,,,
796,19005,2020-03-16,2020-03-27,2020-03-16,2020-03-23
797,19007,2020-03-26,2020-04-05,2020-03-23,2020-03-30
798,19009,2020-03-30,,2020-03-30,
799,19011,2020-03-25,2020-04-08,2020-03-23,2020-04-06
800,19013,2020-03-18,2020-04-17,2020-03-16,2020-04-13
801,19015,2020-03-28,,2020-03-23,
802,19017,2020-04-02,2020-04-23,2020-03-30,2020-04-20
803,19019,2020-03-24,,2020-03-23,
804,19021,2020-04-08,,2020-04-06,
805,19023,2020-03-27,,2020-03-23,
806,19025,2020-05-01,,2020-04-27,
807,19027,2020-03-13,,2020-03-09,
808,19029,2020-04-13,,2020-04-13,
809,19031,2020-03-24,,2020-03-23,
810,19033,2020-03-22,,2020-03-16,
811,19035,2020-04-21,,2020-04-20,
812,19037,2020-04-06,,2020-04-06,
813,19039,2020-04-05,,2020-03-30,
814,19041,2020-04-01,,2020-03-30,
815,19043,2020-03-26,2020-04-15,2020-03-23,2020-04-13
816,19045,2020-03-27,2020-04-26,2020-03-23,2020-04-20
817,19047,2020-03-30,2020-04-13,2020-03-30,2020-04-13
818,19049,2020-03-15,2020-05-04,2020-03-09,2020-05-04
819,19051,2020-04-29,,2020-04-27,
820,19053,2020-05-01,,2020-04-27,
821,19055,2020-04-02,2020-05-03,2020-03-30,2020-04-27
822,19057,2020-03-25,2020-04-26,2020-03-23,2020-04-20
823,19059,2020-03-27,,2020-03-23,
824,19061,2020-03-19,2020-03-25,2020-03-16,2020-03-23
825,19063,2020-04-26,,2020-04-20,
826,19065,2020-03-21,,2020-03-16,
827,19067,2020-05-01,,2020-04-27,
828,19069,2020-04-06,,2020-04-06,
829,19071,,,,
830,19073,2020-04-08,,2020-04-06,
831,19075,2020-04-04,,2020-03-30,
832,19077,2020-03-30,,2020-03-30,
833,19079,2020-04-05,,2020-03-30,
834,19081,2020-03-23,,2020-03-23,
835,19083,2020-03-27,,2020-03-23,
836,19085,2020-03-13,,2020-03-09,
837,19087,2020-03-21,2020-04-05,2020-03-16,2020-03-30
838,19089,2020-04-04,,2020-03-30,
839,19091,2020-04-21,,2020-04-20,
840,19093,,,,
841,19095,2020-03-27,,2020-03-23,
842,19097,2020-03-30,,2020-03-30,
843,19099,2020-03-24,2020-04-29,2020-03-23,2020-04-27
844,19101,2020-04-02,,2020-03-30,
845,19103,2020-03-09,2020-04-05,2020-03-09,2020-03-30
846,19105,2020-03-30,,2020-03-30,
847,19107,2020-03-28,,2020-03-23,
848,19109,2020-03-22,,2020-03-16,
849,19111,2020-04-04,,2020-03-30,
850,19113,2020-03-21,2020-03-29,2020-03-16,2020-03-23
851,19115,2020-04-03,2020-04-16,2020-03-30,2020-04-13
852,19117,,,,
853,19119,2020-04-03,,2020-03-30,
854,19121,2020-04-01,2020-04-13,2020-03-30,2020-04-13
855,19123,2020-03-26,2020-04-20,2020-03-23,2020-04-20
856,19125,2020-04-05,,2020-03-30,
857,19127,2020-03-27,2020-04-29,2020-03-23,2020-04-27
858,19129,2020-04-04,,2020-03-30,
859,19131,2020-04-01,,2020-03-30,
860,19133,2020-03-26,,2020-03-23,
861,19135,2020-05-03,,2020-04-27,
862,19137,2020-03-27,,2020-03-23,
863,19139,2020-03-19,2020-04-04,2020-03-16,2020-03-30
864,19141,2020-04-02,,2020-03-30,
865,19143,2020-04-10,,2020-04-06,
866,19145,2020-03-26,,2020-03-23,
867,19147,,,,
868,19149,2020-04-03,,2020-03-30,
869,19151,2020-04-27,,2020-04-27,
870,19153,2020-03-16,2020-04-01,2020-03-16,2020-03-30
871,19155,2020-03-10,2020-04-15,2020-03-09,2020-04-13
872,19157,2020-03-22,2020-03-27,2020-03-16,2020-03-23
873,19159,,,,
874,19161,2020-05-01,,2020-04-27,
875,19163,2020-03-21,2020-04-05,2020-03-16,2020-03-30
876,19165,2020-03-28,,2020-03-23,
877,19167,2020-03-22,,2020-03-16,
878,19169,2020-03-21,2020-04-28,2020-03-16,2020-04-27
879,19171,2020-03-22,2020-04-06,2020-03-16,2020-04-06
880,19173,2020-03-28,,2020-03-23,
881,19175,2020-04-10,,2020-04-06,
882,19177,2020-03-30,,2020-03-30,
883,19179,2020-03-23,,2020-03-23,
884,19181,2020-03-24,,2020-03-23,
885,19183,2020-03-18,2020-03-30,2020-03-16,2020-03-30
886,19185,2020-05-01,,2020-04-27,
887,19187,2020-03-27,,2020-03-23,
888,19189,2020-04-06,,2020-04-06,
889,19191,2020-03-18,,2020-03-16,
890,19193,2020-03-22,2020-04-22,2020-03-16,2020-04-20
891,19195,2020-04-08,,2020-04-06,
892,19197,2020-03-27,,2020-03-23,
893,20001,,,,
894,20003,2020-04-02,,2020-03-30,
895,20005,2020-03-30,,2020-03-30,
896,20007,2020-04-07,,2020-04-06,
897,20009,2020-03-31,2020-05-06,2020-03-30,2020-05-04
898,20011,2020-03-23,2020-04-07,2020-03-23,2020-04-06
899,20013,2020-05-03,,2020-04-27,
900,20015,2020-03-14,,2020-03-09,
901,20017,2020-04-17,,2020-04-13,
902,20019,2020-03-31,,2020-03-30,
903,20021,2020-03-19,,2020-03-16,
904,20023,2020-04-28,,2020-04-27,
905,20025,2020-04-23,,2020-04-20,
906,20027,2020-03-27,2020-04-08,2020-03-23,2020-04-06
907,20029,2020-04-02,,2020-03-30,
908,20031,2020-03-27,2020-04-02,2020-03-23,2020-03-30
909,20033,,,,
910,20035,2020-04-02,2020-04-11,2020-03-30,2020-04-06
911,20037,2020-03-23,2020-03-31,2020-03-23,2020-03-30
912,20039,,,,
913,20041,2020-04-14,,2020-04-13,
914,20043,2020-03-24,,2020-03-23,
915,20045,2020-03-17,,2020-03-16,
916,20047,2020-04-20,,2020-04-20,
917,20049,2020-04-29,,2020-04-27,
918,20051,2020-04-10,,2020-04-06,
919,20053,2020-05-05,,2020-05-04,
920,20055,2020-03-30,2020-04-14,2020-03-30,2020-04-13
921,20057,2020-03-17,2020-04-29,2020-03-16,2020-04-27
922,20059,2020-03-14,,2020-03-09,
923,20061,2020-04-05,,2020-03-30,
924,20063,2020-03-27,,2020-03-23,
925,20065,,,,
926,20067,2020-04-24,,2020-04-20,
927,20069,2020-04-19,,2020-04-13,
928,20071,,,,
929,20073,2020-04-04,,2020-03-30,
930,20075,2020-04-11,,2020-04-06,
931,20077,2020-04-30,,2020-04-27,
932,20079,2020-03-27,,2020-03-23,
933,20081,2020-04-20,,2020-04-20,
934,20083,,,,
935,20085,2020-03-19,,2020-03-16,
936,20087,2020-03-26,,2020-03-23,
937,20089,2020-04-04,,2020-03-30,
938,20091,2020-03-08,2020-03-21,2020-03-02,2020-03-16
939,20093,2020-04-12,,2020-04-06,
940,20095,,,,
941,20097,2020-04-23,,2020-04-20,
942,20099,2020-03-31,,2020-03-30,
943,20101,,,,
944,20103,2020-03-18,2020-04-07,2020-03-16,2020-04-06
945,20105,,,,
946,20107,2020-03-19,,2020-03-16,
947,20109,,,,
948,20111,2020-03-23,2020-04-20,2020-03-23,2020-04-20
949,20113,2020-03-27,,2020-03-23,
950,20115,2020-04-03,2020-04-24,2020-03-30,2020-04-20
951,20117,,,,
952,20119,2020-04-24,,2020-04-20,
953,20121,2020-04-04,,2020-03-30,
954,20123,2020-03-21,,2020-03-16,
955,20125,2020-03-29,2020-04-12,2020-03-23,2020-04-06
956,20127,2020-03-19,,2020-03-16,
957,20129,2020-04-06,,2020-04-06,
958,20131,2020-04-27,,2020-04-27,
959,20133,2020-03-25,,2020-03-23,
960,20135,,,,
961,20137,2020-05-01,,2020-04-27,
962,20139,2020-03-27,,2020-03-23,
963,20141,2020-04-03,,2020-03-30,
964,20143,2020-03-27,,2020-03-23,
965,20145,,,,
966,20147,2020-04-11,,2020-04-06,
967,20149,2020-03-23,,2020-03-23,
968,20151,2020-04-01,,2020-03-30,
969,20153,,,,
970,20155,2020-03-20,,2020-03-16,
971,20157,2020-04-06,,2020-04-06,
972,20159,2020-04-23,,2020-04-20,
973,20161,2020-03-20,,2020-03-16,
974,20163,2020-04-08,,2020-04-06,
975,20165,,,,
976,20167,,,,
977,20169,2020-03-30,2020-04-07,2020-03-30,2020-04-06
978,20171,2020-04-07,,2020-04-06,
979,20173,2020-03-13,2020-03-30,2020-03-09,2020-03-30
980,20175,2020-04-07,,2020-04-06,
981,20177,2020-03-25,2020-03-29,2020-03-23,2020-03-23
982,20179,2020-04-20,,2020-04-20,
983,20181,2020-04-16,,2020-04-13,
984,20183,2020-04-14,,2020-04-13,
985,20185,2020-03-29,,2020-03-23,
986,20187,2020-04-12,,2020-04-06,
987,20189,2020-03-29,,2020-03-23,
988,20191,2020-03-26,2020-04-11,2020-03-23,2020-04-06
989,20193,,,,
990,20195,,,,
991,20197,2020-04-05,,2020-03-30,
992,20199,,,,
993,20201,2020-04-30,,2020-04-27,
994,20203,,,,
995,20205,2020-04-17,,2020-04-13,
996,20207,2020-03-24,,2020-03-23,
997,20209,2020-03-13,2020-03-13,2020-03-09,2020-03-09
998,21001,2020-04-04,2020-04-14,2020-03-30,2020-04-13
999,21003,2020-03-25,,2020-03-23,
1000,21005,2020-03-20,2020-03-21,2020-03-16,2020-03-16
1001,21007,2020-04-09,,2020-04-06,
1002,21009,2020-03-29,,2020-03-23,
1003,21011,2020-04-04,2020-04-30,2020-03-30,2020-04-27
1004,21013,,,,
1005,21015,2020-03-24,2020-04-04,2020-03-23,2020-03-30
1006,21017,2020-03-16,2020-03-16,2020-03-16,2020-03-16
1007,21019,2020-03-31,2020-04-03,2020-03-30,2020-03-30
1008,21021,2020-03-29,,2020-03-23,
1009,21023,2020-03-29,,2020-03-23,
1010,21025,2020-03-23,,2020-03-23,
1011,21027,2020-03-29,,2020-03-23,
1012,21029,2020-03-29,2020-04-01,2020-03-23,2020-03-30
1013,21031,2020-03-29,2020-04-14,2020-03-23,2020-04-13
1014,21033,2020-04-04,,2020-03-30,
1015,21035,2020-03-20,2020-04-09,2020-03-16,2020-04-06
1016,21037,2020-03-24,2020-04-03,2020-03-23,2020-03-30
1017,21039,2020-04-23,2020-05-02,2020-04-20,2020-04-27
1018,21041,2020-03-29,,2020-03-23,
1019,21043,2020-04-04,,2020-03-30,
1020,21045,2020-04-15,,2020-04-13,
1021,21047,2020-03-20,2020-04-09,2020-03-16,2020-04-06
1022,21049,2020-03-16,,2020-03-16,
1023,21051,2020-04-19,,2020-04-13,
1024,21053,2020-04-04,,2020-03-30,
1025,21055,2020-04-04,2020-04-20,2020-03-30,2020-04-20
1026,21057,2020-04-04,,2020-03-30,
1027,21059,2020-03-19,2020-04-02,2020-03-16,2020-03-30
1028,21061,2020-03-31,,2020-03-30,
1029,21063,,,,
1030,21065,,,,
1031,21067,2020-03-06,2020-03-23,2020-03-02,2020-03-23
1032,21069,2020-04-12,,2020-04-06,
1033,21071,2020-03-29,,2020-03-23,
1034,21073,2020-03-20,,2020-03-16,
1035,21075,2020-04-19,,2020-04-13,
1036,21077,2020-04-12,,2020-04-06,
1037,21079,2020-04-15,,2020-04-13,
1038,21081,2020-03-29,2020-04-03,2020-03-23,2020-03-30
1039,21083,2020-04-04,2020-04-16,2020-03-30,2020-04-13
1040,21085,2020-03-29,2020-04-20,2020-03-23,2020-04-20
1041,21087,2020-04-09,,2020-04-06,
1042,21089,2020-04-04,,2020-03-30,
1043,21091,2020-03-28,,2020-03-23,
1044,21093,2020-03-20,2020-05-04,2020-03-16,2020-05-04
1045,21095,,,,
1046,21097,2020-03-09,,2020-03-09,
1047,21099,2020-04-09,,2020-04-06,
1048,21101,2020-03-19,2020-04-23,2020-03-16,2020-04-20
1049,21103,2020-04-04,,2020-03-30,
1050,21105,2020-04-22,,2020-04-20,
1051,21107,2020-03-29,2020-03-27,2020-03-23,2020-03-23
1052,21109,2020-04-09,2020-04-16,2020-04-06,2020-04-13
1053,21111,2020-03-09,2020-03-19,2020-03-09,2020-03-16
